review_id,order_id,review_score,review_comment_message,sentiment,category
b5cc5f602b5b3ded75463b43ffcfac54,c16e485cad605e6180b08e988e5b5bbb,2,"Gostei do design do relógio porém veio sem a caixa e jogado na caixa do correio, na minha opinião cada detalhe é importante principalmente com a fidelização do cliente....",Positive,Product
94e479842ae319e503c581402c8b6aea,7bb79f0edc7627c4bd27cf2979b0b7ef,1,"O produto é lindo, fiquei encantada. Parece roseira de verdade. So nao gostei pq no anuncio o preço era de quase 600,00 e estava na promoção por 172,00. Achei q teria led kkk",Positive,Product
18407fa555aab2ee0e0337950f5b08b9,a9893544355d8abefe6473f21f162c5b,1,Comprei dois kit para maquiagem chegou apenas um. Recomendo muito sempre comprei nas lannister sempre chegou certo primeira vez que não veio certo,Positive,Product
65b2354540dedc09a1623bed7e32d9ae,20b7f7b396dbb6dab793709e4cd89aa3,1,PREÇO EXORBITANTE. Me arrependi amargamente.,Positive,Seller
b854b31dabdb93f67caa52964f0aaf08,df5b1e6edf6451c6cd99e167739d9d56,2,Melhorar o atendimento sempre ,Positive,Seller
6c34525f268f78de3cc63f4e7bd1f722,bb1d4525338473e108ecf58d9cd57a6b,2,Ótima loja totalmente responsável com o cliente. Um Exemplo,Positive,Seller
3f0b17a6e67885ab5eab4a07f5f71918,00beb247698c6aae94e3f859d279e2cd,2,Aguardando para avaliar ,Positive,Product
38c01893068632a8608797661d7e76d1,d1e15a79329ed78d7982521b3b3b2a8f,2,"Boneca linda!!! e a entrega no prazo , muito satisfeita .",Positive,Product
a989110e0d74588b1da9302eb638294c,21dc00cebbf91043aad476465c49c42f,2,"Ótimo preço, porém ainda não foi entregue.",Positive,Delivery
15a1bbca011f0dd08bebccf34291199a,355a4f037048ba07c6bc1b564d6a8448,1,"Recebi o produto perfeito
Grata",Positive,Product
fbdeefcd8d4c38df21f6c384f45a208b,10b64ed7e88bc66762c2637eb63e05b5,1,Com poucos dias de uso já está super aquecendo.,Positive,Product
c387f66eefa39ad9538f89141f929b53,01255808a3d38a8dd69aa93265a4cb88,1,produto melhor do que o esperado.Valeu,Positive,Product
f4e46354e0f577109f610bde000e2ed2,a7abe735fa002a72636ab38fcac70330,2,Acho uma Loja maravilhosa que tem tudo que agente precisa.,Positive,Product
2e1da3cdbb12ba8276c370ece3bd754b,9a769002f689e9dd972f6008d7312ead,1,Muito bom eu gostei ,Positive,Product
0b230254983499bbe24dd28d09cbf955,24f937ccbe294a3f3d24859938e01915,1,"As bolsas são muito bonitas, mas verificando a costura acredito que não será muito resistente para o uso no dia a dia. Mas atendera minhas necessidades no momento. ",Positive,Product
36ec7beab972a0bd81e25c048195342f,7433b1786e1af2042c2c4c76d3e4b750,2,Razoável. Achei a manta muito fina.,Positive,Product
05bfc02874ba328dd8d96926f79c3cbe,1f32e76e92fc0ebf756639dad26ebaa9,2,"O tapete é bonito, a entrega foi dentro do prazo, mas não tem 4 cm de pelo.",Positive,Product
f48b51510b24041990bd99257613b2b4,957835fcdd687e80443310e35eb113b9,1,Muito Agel com a entrega obrigado,Positive,Delivery
77e528454194be0821e7d49fb0eb42f1,364b5f3b94152788007c68501e6c79b9,1,Excelente,Positive,Product
09d02cb21d08b7abbc92d2f2b8ab6521,88d3ffbd9471d0ba780fd0370a0d7892,1,"RECEBI UM PRODUTO F-A-L-S-I-F-I-C-A-D-O. Ñ SABE NEM DISFARÇAR. TOTALMENTE DIFERENTE DO ORIGINAL. DEMORA PARA RESOLVER MEU PROBLEMA, NÃO CONSIGO TROCAR NEM PEDIR REEMBOLSO. NAO COMPREM COM targaryen NUNCA!",Positive,CustomerService
e4d76f28d193b4d723a5b58c61d67e5e,45356b921c317565a85a7830994e288f,1,Boa noite. Solicitei a fronha preta e recebi marrom...,Positive,Product
0ff8886584271aa53a81ea67bb5dd89e,85590544453efd501d242d84acdf9990,2,muito bom gostei do atendimento veio bem antes do prazo,Positive,Product
df04781ea4bd396f9c639f30ce3de9f6,d2787e74c073dd7a21b4e4a873abd9f1,2,"Eu tenho uma dúvida,pra tirar mas não sei quem pode me ajudar,sobre a entrega ocorreu tudo certo dentro do prazo,meus parabéns ",Positive,PraiseOnly
d3c5a0cefc6bd340ccb36f7d031263bf,45a48df7b18435ce6e3c03ba6c6c2386,2,"Só o tecido é muito fino ,mais muito linda minhas meninas amaram,entrega antes do prazo muito bom! ",Positive,Product
696a80628f16220233a31cab1ce3ef30,1be187af7e77d6ee0671be02c229b679,2,Linda.entrega rápida... parabéns,Positive,Delivery
94213f1db5417565148101250153734a,4b42a606687e048a7a33669b84bf8690,2,"Gostei muito da pontualidade, da mercadoria,mas infelizmente o produto nao foi entregue todo. Pedi 2 kits e me enviaram só um. Como faço pra receber o restante?
",Positive,Product
2097099ab5d7679eea62752cd2b8fb5c,8023039e9b07973c9aea60155b52e41a,1,"a luminária é linda , mas comprei e paguei 3 luminárias , só que foi entregue apenas uma luminária",Positive,Delivery
08d02cd2b8f2e1941530e843c0903ce5,0fba53cb4e9429e38cd2750c32fa24a5,1,Adorei recebi antes do prazo,Positive,Product
e9192640ad2339ad2ee1d318fe81bb63,bbc289789c7c2753320ce35b3fb773a2,2,Um excelente site. Super recomendo.,Positive,Platform
64f7ea746a8452a22e929f707c0695ef,5038751dab3b14db2b1423edc9e0397e,2," entrega foi rápido, mas tem um porem. Gostei do produtos em partes, muito bonito o kit, mas a parte do desenho e em papel sem alguma proteção, poderia ser impermeabilizado ou pintado .",Positive,Delivery
46c22a7632254e806c8a1cd0d10dfade,b422d4bf31b728380653b1ce72e011b3,1,Cumpriu com excelência ,Positive,Product
045c07d07542446d9633a752d31b5ef3,f5d4eecb3411ba9859d303ffc7626277,1,Não recebi. Ansioso para receber.,Positive,Delivery
a0c54db12ad83286199e33beea35dcaf,59ee425a0f0cd825c79aafe5990b7bac,2,Serviço muito bom,Positive,CustomerService
36ec7beab972a0bd81e25c048195342f,a4b276bd4a9eba543ec90cdf29a67308,2,Razoável. Achei a manta muito fina.,Positive,Product
5751bd404e988489c5b3ff0dbe3c0ac3,69477156227df21c82fda29850060511,1,"Eu só queria receber o meu produto, estarei aguardando de novo, sei que alguns ai estão com dificuldades ou sei lá o que, mas eu queria muito esse produto, eu gosto muito da lannister.",Positive,Product
ab938137df4cfa0eda6967e32b4a9b1c,894f6cd6c690b0d8d94011c8461f25f4,2,Nada a reclamar recebi com antecencia ao marcado.,Positive,Delivery
eb192f11c35521a291202bc1ada26623,d167a1099cf2b9ccd885c665394f5fd9,1,Entrega super rápida... Produto com ótima qualidade... Super recomendo...,Positive,Product
6d33a7b70521b7fb2194138533ebd2f9,27791b643439f653faa711f08d8b801f,2,"É muito transparente, costura soltando e não veste como na foto, tenho outra capa, e essa sim é perfeita, sendo assim, não recomendo ninguém a comprar.",Positive,CustomerService
9af35b075a6eade140ae58c39e962249,cf165c316414f3f5ef8fe2ef84a443c3,2,Muito legal em ,Positive,Product
37ce09037d58596511980626c8d9230f,6b6691a02fbc1d93db80af20e602b8e9,2,otimo,Positive,Product
923521f64e6b242cf17f9bc9eaa5eda3,effe6b3c0a442e88e41a15c0cdd09a83,1,Super recomendo lannister. Entrega tudo no prazo. 🖒🖒👏👏👏,Positive,Product
5065761b18c7c5b73ec934b68cdd9efe,ac89e7344d2cb5597d862e338301ef8d,2,As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. ,Positive,Product
22725a1890ff2d1182c10d5f346aa538,1acffcfbb35247b9d15611ce0fe50460,1,nononono,Positive,Other
c7781fbecabb290532e1a9b8f787e6d3,0933fe2645eef2cb8ca4aeadb9d3834b,1,Adorava comprar neste site!!$,Positive,Seller
e8440b1e9150ed83415cc8805f91fa46,3629454fe243df9fe9b49babc52d98e6,2,A máquina tem um acabamento fantástico e é muito resistente eu indico valeu a compra!,Positive,Product
30ed41912d9ca9c27704a92fbe905696,f2710c3e65b68cfc927a8aac6ecebe83,2,"O cor e estampa não é igual que a foto,mas ...gostei..",Positive,Seller
d13f126ed378c0ecce5c987b192bdc29,f432f3c0fa070bf9e7fc4d4598124027,2,"Tive a impressão de que o produto era maiorla quando estava com ele em mãos pois no site era diferente mas gostei do produto. ..super recomendo essa loja muitos precisos na data da entrega 
",Positive,Product
4055d9630abc0fa8048c912e07de9aac,0a0674921d2acf422fa3f4fd78717451,2,"Ótimo prazo de entrega, até porque foi antecipado. Porém, como escolhi outros produtos além dos dois que chegaram - não posso que como cliente fiquei satisfeita.",Positive,Delivery
36e3be2d47752add673f576c92e9b260,cc06f04e742657f674ab020cdb9ab887,2,Otimo,Positive,Product
5a6214bd950cf5ef81a7fdefba14917b,a2d61fcc6a85b2662e5ba230a206dd72,2,Boa ,Positive,Other
8f3fae50517ca5ad4fa73a872372e5bc,4cb054441d2b65e4e0f4fb128f1b7b49,1,é muito fino ,Positive,Product
ad0f2d32ddc630252875bfa2d800942b,b28d8bbc74731fb20234ba949894dd13,1,"Entrega rápida, mas esperava uma qualidade melhor do tapete, pelo preço aq na cidade encontrei melhor,mas gostei do desenho.",Positive,Product
99b3147efcbeee182d94b1f5597d7ad1,d704531521342cc30fbd72ab1c5eb9da,1,Otimo,Positive,Product
